5.508990083488759515e-01,1.472588063832531158e-01
5.430608308366066339e+00,7.988072959252528804e+00
1.943903447665049811e+01,2.069413887886067371e+01
-6.055863879152167950e-01,-4.413717239279007498e-01
5.378262409843074465e+00,4.693548322858045907e+00
6.104475430748827591e+00,5.296320838781757523e+00
3.014350133495143427e-02,-1.432653518891176425e+00
4.320461051994460178e+00,5.499962311396600079e+00
-1.311111709056358432e+00,2.099015554569678699e-01
8.379738372834468763e+00,4.171618626397798124e+00
-1.267108740300450398e+00,-2.688167304281137704e-01
4.237355587681964408e+00,3.583967465279870090e+00
3.903854891276175465e+00,3.873597474711424571e+00
4.498077738223699384e+00,6.879101266791834313e+00
6.612701457721896769e-01,-1.844829704052217689e-01
-1.712362781236747289e-01,4.789007119564665516e-01
4.245765043601727046e-02,-1.259652500865090952e+00
6.149872620485884234e+00,2.186163731454497050e+00
-3.551920983860421543e+00,-1.397410577360905126e+00
1.367260267972465748e-01,-2.099981336208008198e+00
4.758190043270309921e+00,5.476696609625478551e+00
6.555297151921112508e+00,5.807227258491933775e+00
-2.374987485494368666e+00,-3.337581013714021605e-01
4.143712247609773414e+00,4.695089018879597731e+00
3.341677617603788786e-01,-1.066969776000902037e+00
5.011361545910701487e+00,6.355514550295813692e+00
3.392214631927116919e+00,6.275411726978852300e+00
3.648555226165213217e+00,4.866707336449414001e+00
5.318826835288554378e+00,2.859961306182726481e+00
-5.693832661617086455e-01,-2.480022050667118616e-01
-1.842850759042748532e+00,-4.780256167981839638e-02
1.840720418752306964e+00,-6.106360013442246881e-01
7.497198401339529639e+00,5.994339896517839605e+00
2.032019900996586159e+01,2.039972439980759944e+01
-2.883414625574974299e-01,-5.303844869550573549e-01
6.107600113353809590e+00,4.940052244416171412e+00
5.309887867359242009e+00,1.934577228721490183e+00
-4.816557140633117018e-01,-1.290998754975970220e-01
-2.283336403683013383e-01,1.052441024130877922e+00
2.054227915193335008e+01,2.044402818204164163e+01
7.052146458286157937e+00,6.068059267844473581e+00
-2.967307498735058391e-01,2.753037663422099435e+00
1.989761424556602265e-01,4.031590294206739422e-01
1.962073124838977733e+01,2.026231090808740731e+01
7.555657816340230148e+00,8.106880186822063905e+00
-1.864077783415406309e+00,-8.118413172994383142e-01
-6.813132842353837593e-02,-5.496028083809303411e-01
-9.260301079096918686e-01,2.005133032144777450e-01
2.016840066555786848e+01,1.958051632386840524e+01
3.194790393354085989e+00,4.435850795705011507e+00
1.292767807221704701e-01,-1.112624150866761419e-01
4.884136372226090650e+00,3.077635382130024411e+00
5.897466085915641365e+00,2.134741138762421553e+00
-1.607292618472715207e+00,1.687192292774656099e+00
4.244401198567500977e+00,4.766994932931638118e+00
-2.952704602724324889e+00,1.714996268632406728e+00
-1.163936060650633042e+00,-9.706966212650911530e-01
6.000921870696207527e+00,4.910673153252420597e+00
7.661839630160532932e-02,-9.451986294632975794e-01
9.371203994804219728e-03,1.106880376712904152e-01
2.949665182894432913e+00,3.497403230923959327e+00
-1.483074981139655746e+00,2.939343843189786698e-01
4.739005649180364266e+00,7.838162749519625550e+00
-6.504798223771499632e-01,2.275406070106393397e+00
6.307078711406802540e+00,4.110816325687085104e+00
1.467555326966941021e+00,1.119057983105740117e+00
7.599887674494227863e-01,-1.418642890313140115e-01
5.448390799322648803e+00,5.382466792079730666e+00
-4.536690640168994371e-01,8.490932009435521177e-01
5.951811167811499326e-01,1.326482023666112564e+00
5.226248508274122351e+00,5.142956511828018940e+00
1.071689543846706449e+00,-1.304486375452288849e+00
6.703403725913340772e+00,3.866837361093939052e+00
1.919363637812307388e+01,2.006162924067358233e+01
3.858344113022375232e+00,5.126887778506285187e+00
2.319661002407176653e+00,3.338388437560682487e+00
1.952232514628798654e+01,2.034938488617096652e+01
2.260983285070389259e-02,-1.304164103391148855e+00
-1.780245799137821772e+00,-1.861292267152199642e+00
4.272788476554301162e+00,4.613652090864461819e+00
6.353254596457425407e+00,6.522670320718960468e+00
-1.469980450811447570e+00,-6.610327842122999398e-01
5.546652370609313820e+00,5.294839553575775071e+00
5.009695589285771078e+00,5.478145223395332053e+00
2.016757463098405267e+01,1.970404121438923895e+01
5.315367461452532583e-01,1.277515558215009395e-01
-2.438285721419363838e+00,-3.260925038510386065e-01
-1.531449107141489741e+00,1.970810607784955870e+00
4.328357916899173929e+00,6.861753899727472295e+00
5.504358235511453756e+00,4.938352208424587886e+00
-5.049449947388311433e-01,-3.612636354930024996e-01
6.507371136632833508e-01,1.686385835185983506e+00
4.654758643249017780e+00,5.521041412786072300e+00
1.392435958999137524e+00,-3.011095754975968486e+00
5.316476973147469920e+00,5.941632406146739598e+00
5.212953305445000574e+00,4.411995765752529053e+00
5.552328332465712890e+00,3.147771800646930629e+00
3.792191587359601712e+00,6.665816473484202476e+00
-2.235228083499513740e+00,-2.464602252035809696e-02
2.021889301278364570e+01,2.033355479763726592e+01
5.637384118063066829e+00,6.227455457055799393e+00
4.753444017454711457e+00,3.993967433769288533e+00
7.322616181613806896e-01,1.570428609282849886e+00
-6.113401923060620691e-01,-2.820597266178111351e+00
2.293210770774539720e-01,5.193839153577612944e-01
1.968585331484295153e+01,2.064811167328381813e+01
-1.224364743119530585e+00,-1.759265383223358459e+00
2.392661605484010412e+00,1.530511920729322961e+00
4.476494669282107708e+00,5.770685516879508370e+00
-8.101729679709713805e-01,-1.283197180309635588e+00
